"2013-08-16 00:00:00","2013-08-16 00:05:00","1.33448","1.33448","1.33452","1.33435","1.33473","1.33471","1.33474","1.33459","0"
"2013-08-16 00:05:00","2013-08-16 00:10:00","1.33448","1.33426","1.33448","1.33425","1.33471","1.33448","1.33472","1.33448","0"
"2013-08-16 00:10:00","2013-08-16 00:15:00","1.33426","1.33409","1.33426","1.33383","1.33448","1.33433","1.33449","1.33409","0"
"2013-08-16 00:15:00","2013-08-16 00:20:00","1.33409","1.33393","1.33411","1.33392","1.33433","1.33414","1.33435","1.33414","0"
"2013-08-16 00:20:00","2013-08-16 00:25:00","1.33393","1.33402","1.33405","1.33389","1.33414","1.33425","1.33429","1.33413","0"
"2013-08-16 00:25:00","2013-08-16 00:30:00","1.33402","1.33414","1.3342","1.33399","1.33425","1.33438","1.33444","1.33425","0"
"2013-08-16 00:30:00","2013-08-16 00:35:00","1.33414","1.33412","1.3342","1.33411","1.33438","1.33433","1.33443","1.33433","0"
"2013-08-16 00:35:00","2013-08-16 00:40:00","1.33412","1.33422","1.33428","1.33412","1.33433","1.33446","1.33452","1.33433","0"
"2013-08-16 00:40:00","2013-08-16 00:45:00","1.33422","1.33419","1.3344","1.33417","1.33446","1.33443","1.33464","1.33439","0"
"2013-08-16 00:45:00","2013-08-16 00:50:00","1.33419","1.3341","1.33431","1.33407","1.33443","1.33434","1.33454","1.33431","0"
"2013-08-16 00:50:00","2013-08-16 00:55:00","1.3341","1.33416","1.33428","1.33406","1.33434","1.33441","1.33452","1.33428","0"
"2013-08-16 00:55:00","2013-08-16 01:00:00","1.33416","1.33417","1.33428","1.33412","1.33441","1.3344","1.33451","1.33436","0"
"2013-08-16 01:00:00","2013-08-16 01:05:00","1.33417","1.33425","1.33429","1.33411","1.3344","1.33448","1.33453","1.33434","0"
"2013-08-16 01:05:00","2013-08-16 01:10:00","1.33425","1.33412","1.33425","1.33405","1.33448","1.33434","1.33449","1.33427","0"
"2013-08-16 01:10:00","2013-08-16 01:15:00","1.33412","1.3343","1.33436","1.33411","1.33434","1.33454","1.33458","1.33434","0"
"2013-08-16 01:15:00","2013-08-16 01:20:00","1.3343","1.33428","1.33439","1.33423","1.33454","1.3345","1.33462","1.33447","0"
"2013-08-16 01:20:00","2013-08-16 01:25:00","1.33428","1.33425","1.33448","1.33416","1.3345","1.33449","1.33473","1.3344","0"
"2013-08-16 01:25:00","2013-08-16 01:30:00","1.33425","1.33428","1.33441","1.33407","1.33449","1.33452","1.33464","1.33431","0"
"2013-08-16 01:30:00","2013-08-16 01:35:00","1.33428","1.33408","1.33431","1.33406","1.33452","1.33433","1.33454","1.33429","0"
"2013-08-16 01:35:00","2013-08-16 01:40:00","1.33408","1.33386","1.33415","1.33383","1.33433","1.33408","1.33438","1.33406","0"
"2013-08-16 01:40:00","2013-08-16 01:45:00","1.33386","1.33384","1.33412","1.33383","1.33408","1.33409","1.33434","1.33407","0"
"2013-08-16 01:45:00","2013-08-16 01:50:00","1.33384","1.33397","1.33415","1.33383","1.33409","1.33423","1.33437","1.33407","0"
"2013-08-16 01:50:00","2013-08-16 01:55:00","1.33397","1.33397","1.33406","1.33389","1.33423","1.33419","1.3343","1.3341","0"
