"2013-01-07 00:00:00","2013-01-07 00:05:00","1.30376","1.30333","1.30376","1.30273","1.30402","1.30358","1.30402","1.30299","0"
"2013-01-07 00:05:00","2013-01-07 00:10:00","1.30333","1.30376","1.30379","1.30333","1.30358","1.30402","1.30404","1.30358","0"
"2013-01-07 00:10:00","2013-01-07 00:15:00","1.30376","1.30356","1.30392","1.30356","1.30402","1.30382","1.30416","1.30382","0"
"2013-01-07 00:15:00","2013-01-07 00:20:00","1.30356","1.30334","1.3036","1.30301","1.30382","1.30359","1.30384","1.30326","0"
"2013-01-07 00:20:00","2013-01-07 00:25:00","1.30334","1.30342","1.30345","1.30295","1.30359","1.30366","1.3037","1.30321","0"
"2013-01-07 00:25:00","2013-01-07 00:30:00","1.30342","1.30403","1.30403","1.3034","1.30366","1.30427","1.30427","1.30366","0"
"2013-01-07 00:30:00","2013-01-07 00:35:00","1.30403","1.30346","1.30408","1.30323","1.30427","1.3037","1.30433","1.30347","0"
"2013-01-07 00:35:00","2013-01-07 00:40:00","1.30346","1.30349","1.30361","1.30307","1.3037","1.30375","1.30385","1.30332","0"
"2013-01-07 00:40:00","2013-01-07 00:45:00","1.30349","1.30357","1.30362","1.30337","1.30375","1.30383","1.30387","1.30361","0"
"2013-01-07 00:45:00","2013-01-07 00:50:00","1.30357","1.30356","1.30363","1.30342","1.30383","1.30381","1.30385","1.30368","0"
"2013-01-07 00:50:00","2013-01-07 00:55:00","1.30356","1.30332","1.30365","1.30325","1.30381","1.30359","1.30391","1.3035","0"
"2013-01-07 00:55:00","2013-01-07 01:00:00","1.30332","1.30348","1.30351","1.30313","1.30359","1.30372","1.30374","1.30339","0"
"2013-01-07 01:00:00","2013-01-07 01:05:00","1.30348","1.30358","1.30383","1.30345","1.30372","1.30384","1.30406","1.30371","0"
"2013-01-07 01:05:00","2013-01-07 01:10:00","1.30358","1.30321","1.30358","1.30284","1.30384","1.30341","1.30384","1.3031","0"
"2013-01-07 01:10:00","2013-01-07 01:15:00","1.30321","1.3035","1.30364","1.30319","1.30341","1.30374","1.30388","1.30341","0"
"2013-01-07 01:15:00","2013-01-07 01:20:00","1.3035","1.30361","1.30363","1.30332","1.30374","1.30387","1.30388","1.30356","0"
"2013-01-07 01:20:00","2013-01-07 01:25:00","1.30361","1.30364","1.30385","1.30346","1.30387","1.3039","1.30409","1.30372","0"
"2013-01-07 01:25:00","2013-01-07 01:30:00","1.30364","1.30349","1.30377","1.30323","1.3039","1.30375","1.30398","1.30349","0"
"2013-01-07 01:30:00","2013-01-07 01:35:00","1.30349","1.3034","1.30357","1.30327","1.30375","1.30365","1.30381","1.30352","0"
"2013-01-07 01:35:00","2013-01-07 01:40:00","1.3034","1.30344","1.30348","1.30332","1.30365","1.30368","1.30371","1.30357","0"
"2013-01-07 01:40:00","2013-01-07 01:45:00","1.30344","1.30345","1.30356","1.30328","1.30368","1.30367","1.30378","1.30354","0"
"2013-01-07 01:45:00","2013-01-07 01:50:00","1.30345","1.30366","1.3037","1.30328","1.30367","1.30388","1.30395","1.30353","0"
"2013-01-07 01:50:00","2013-01-07 01:55:00","1.30366","1.30417","1.30447","1.30364","1.30388","1.30442","1.30471","1.30388","0"
"2013-01-07 01:55:00","2013-01-07 02:00:00","1.30417","1.30386","1.30438","1.30385","1.30442","1.3041","1.30462","1.3041","0"
